Type,Target,Repository,Result,Ground Truth
a,arm,x86,0,FALSE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,0,FALSE
a,arm,x86,1,TRUE
a,arm,x86,0,FALSE
a,arm,x86,0,FALSE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,0,FALSE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,0,FALSE
a,arm,x86,1,TRUE
a,arm,x86,0,FALSE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,0,FALSE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,0,FALSE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,0,FALSE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,0,FALSE
a,arm,x86,0,FALSE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,0,FALSE
a,arm,x86,1,TRUE
a,arm,x86,0,FALSE
a,arm,x86,0,FALSE
a,arm,x86,1,TRUE
a,arm,x86,0,FALSE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,0,FALSE
a,arm,x86,0,FALSE
a,arm,x86,0,FALSE
a,arm,x86,0,FALSE
a,arm,x86,0,FALSE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,0,FALSE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,0,FALSE
a,arm,x86,0,FALSE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,0,FALSE
a,arm,x86,1,TRUE
a,arm,x86,0,FALSE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,0,FALSE
a,arm,x86,1,TRUE
a,arm,x86,0,FALSE
a,arm,x86,1,TRUE
a,arm,x86,0,FALSE
a,arm,x86,0,FALSE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,0,FALSE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,1,TRUE
a,arm,x86,0,FALSE
a,arm,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,0,FALSE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,0,FALSE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,0,FALSE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,1,TRUE
a,mips,x86,0,FALSE
a,mips,x86,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,0,FALSE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,0,FALSE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,1,TRUE
b,32,64,0,FALSE
b,32,64,0,FALSE
b,32,64,1,TRUE
b,32,64,0,FALSE
